"Point","elevation","Slope","Profile Curvature","Plan Curvature","Total Curvature","General Curvature","Topographic Wetness Index_USGS","Topographic Position Index","Flow Accumulation_USGS","Stream Power Index","MRVBF","MRRTF","Direct Insolation","Diffuse Insolation","Vertical Distance to Channel Network","Overland Flow Distance","Horizontal Overland Flow Distance","Vertical Overland Flow Distance","NDVI_sept_2022","coastal_blue","blue","green_i","green","yellow","red","rededge","nir","BI_rgb_mean","BI_rgb_root","NR","NG","NB","RI","RGRI","IOI_RB","VARI","NDRE","RE_NIR","RB_norm","CB_ratio","YR_norm","GI_G_norm"
"39",102.641464233398,10.4972972869873,0.0031755231320858,0.0492865666747093,0.000737563066650182,0.0255593974143267,12.5588140487671,-0.769158899784088,168.403137207031,-35.8696098327637,3.86129546165466,4.88878488540649,1.7734260559082,0.76322340965271,12.4557762145996,846.452575683594,846.185302734375,7.97509860992432,0.450647115707397,497.279327392578,529.988464355469,793.4326171875,888.066528320312,1033.77722167969,1083.33557128906,1569.75500488281,3065.67822265625,0.0833796858787537,0.0864709168672562,0.433089882135391,0.355026304721832,0.211875841021538,0.0990503430366516,1.21986734867096,2.04403519630432,-0.135469570755959,0.322714179754257,0.512040019035339,0.342983603477478,0.93826562166214,-0.0234083496034145,-0.0562791526317596
"40",102.563552856445,2.03936886787415,0.00248628808185458,-0.0382021479308605,0.000222851129365154,0.00164886983111501,7.75072526931763,0.532285392284393,13.8127069473267,-28.4481544494629,1.41510379314423,0.57132762670517,1.90398490428925,0.769492447376251,15.4264640808105,379.288635253906,379.051940917969,5.38016319274902,0.693427920341492,803.243896484375,883.798461914062,1138.39685058594,1436.16137695312,1955.87048339844,2304.2158203125,2474.494140625,3398.55615234375,0.154139190912247,0.164854168891907,0.498295485973358,0.310575395822525,0.191124796867371,0.232076093554497,1.60441565513611,2.60714387893677,-0.303877979516983,0.157339096069336,0.728099465370178,0.445547848939896,0.908843874931335,-0.0817693546414375,-0.115656100213528
"41",101.829475402832,2.52961039543152,0.000707410217728466,0.201924338936806,0.00111833808477968,0.0160044580698013,10.4477739334106,0.0798607990145683,37.2178192138672,122.381958007812,2.70953178405762,2.04590654373169,1.92432165145874,0.769345939159393,2.22919178009033,861.578979492188,861.520568847656,4.92249393463135,0.671071946620941,688.099731445312,800.176879882812,1042.390625,1188.20141601562,1426.29675292969,1581.08093261719,1804.67321777344,2681.42846679688,0.118981972336769,0.123179040849209,0.442944437265396,0.332878082990646,0.224171876907349,0.141870006918907,1.33063936233521,1.97588956356049,-0.19952081143856,0.19543768465519,0.673024296760559,0.327936261892319,0.859923779964447,-0.0514679849147797,-0.0653683543205261
"42",100.818359375,1.31058943271637,0.0019202830735594,0.0725729465484619,0.000253761245403439,0.00439999857917428,12.4344520568848,-0.10191772133112,62.1996383666992,17.8398933410645,2.12005233764648,1.24859178066254,1.94717645645142,0.769747018814087,1.49654459953308,592.450561523438,592.40185546875,3.91139245033264,0.803395390510559,805.424682617188,890.583068847656,1201.31689453125,1352.18615722656,1568.06982421875,1813.45910644531,2024.2626953125,2916.0205078125,0.135207608342171,0.140358820557594,0.447077929973602,0.333358824253082,0.21955831348896,0.145711675286293,1.34112131595612,2.0362377166748,-0.202750906348228,0.180507063865662,0.694184362888336,0.341293722391129,0.904368937015533,-0.0725673362612724,-0.0590830184519291
"43",99.8936157226562,0.825513184070587,0.00186233746353537,0.0191067401319742,0.000216009968426079,0.00159771682228893,15.8795537948608,0.00619285879656672,33.2575263977051,-27.3423709869385,4.89413499832153,2.59086656570435,2.00239133834839,0.769871473312378,0.457470387220383,392.087188720703,392.050018310547,2.98680877685547,0.806268095970154,892.282897949219,989.413452148438,1268.544921875,1335.73388671875,1597.41772460938,1851.76013183594,1938.01049804688,2852.05200195312,0.139230251312256,0.143667906522751,0.443330675363541,0.319788634777069,0.236875906586647,0.161890387535095,1.3863137960434,1.87155473232269,-0.234761133790016,0.190819978713989,0.679512023925781,0.303516715764999,0.901821076869965,-0.0737397968769073,-0.0257993526756763
"44",99.6078109741211,1.48515284061432,-0.00200759735889733,-0.146233886480331,0.000206177879590541,-0.00953000690788031,11.2567825317383,-0.217191323637962,169.972534179688,-231.186096191406,2.40104556083679,0.810185074806213,2.01566004753113,0.769800961017609,0.0174760054796934,327.473449707031,327.433288574219,2.70073914527893,0.7607421875,884.187805175781,1013.55804443359,1380.365234375,1510.6572265625,1693.08935546875,1881.5,2135.93676757812,2965.283203125,0.146857172250748,0.15110071003437,0.427056968212128,0.342884242534637,0.23005422949791,0.109323255717754,1.24547612667084,1.85631346702576,-0.155907407402992,0.162577733397484,0.720312178134918,0.299800187349319,0.872351706027985,-0.0527081862092018,-0.0450676344335079
"45",100.945190429688,2.58954358100891,0.000263519090367481,-0.00216807704418898,8.59073334140703e-05,0.00051108788466081,11.4023180007935,-0.283079832792282,342.767425537109,151.511215209961,1.13837885856628,0.559989273548126,2.10805797576904,0.769454419612885,0.440144687891006,20.3020896911621,20.2831878662109,0.77681702375412,0.548575937747955,637.14453125,710.734802246094,976.94580078125,1169.48803710938,1412.77685546875,1688.80529785156,1823.97192382812,2755.9443359375,0.118967607617378,0.125497803092003,0.473180860280991,0.327675044536591,0.199138477444649,0.181687250733376,1.44404292106628,2.37610650062561,-0.241816386580467,0.203490704298019,0.66182953119278,0.407605797052383,0.896446287631989,-0.0889957249164581,-0.0897028967738152
"46",102.886360168457,6.72241592407227,-0.00207345467060804,-0.0116190630942583,0.000966508057899773,-0.00472093373537064,9.84810447692871,-0.034023754298687,388.446533203125,-661.231811523438,0.484253793954849,0.17395681142807,2.16558861732483,0.766951501369476,3.63575601577759,299.79736328125,299.677856445312,6.95001173019409,0.726945400238037,662.127868652344,699.59228515625,927.139465332031,1103.65698242188,1450.76403808594,1633.42907714844,1811.8408203125,2723.26025390625,0.114555947482586,0.120769456028938,0.475290209054947,0.321138739585876,0.20356522500515,0.193552613258362,1.48000180721283,2.334796667099,-0.260010361671448,0.200969591736794,0.665318012237549,0.400267571210861,0.946434676647186,-0.0592260099947453,-0.0869199112057686
"47",104.355606079102,0.985830783843994,0.000810382072813809,-0.0677753835916519,0.000177135210833512,0.000850607350002974,9.38579750061035,0.493452489376068,26.1408214569092,21.0326061248779,2.53765344619751,0.614062607288361,2.04065728187561,0.769560277462006,5.65592861175537,400.303863525391,400.131164550781,8.57860851287842,0.724739134311676,707.936584472656,815.043762207031,1050.97241210938,1182.6474609375,1527.51013183594,1707.16064453125,1831.33349609375,2756.02587890625,0.123495064675808,0.128806680440903,0.460788041353226,0.319214135408401,0.219992429018021,0.181503877043724,1.44349539279938,2.09453749656677,-0.252804934978485,0.201573565602303,0.664480984210968,0.353703826665878,0.868576526641846,-0.0555388703942299,-0.0589511506259441
"48",104.132316589355,2.12732815742493,-0.00220485427416861,-0.148940235376358,0.000843422021716833,-0.0113850701600313,13.0019702911377,0.302115678787231,77.6460189819336,41.0632591247559,2.82532548904419,4.75045728683472,2.0765962600708,0.76930445432663,6.39807939529419,145.020324707031,145.017211914062,0.292797803878784,0.732509672641754,771.749755859375,798.300354003906,1040.35034179688,1241.62243652344,1592.609375,1787.19470214844,2047.18896484375,2917.6962890625,0.127570584416389,0.133827939629555,0.466979473829269,0.324425876140594,0.208589404821396,0.180126577615738,1.43939113616943,2.2387216091156,-0.24459345638752,0.175332471728325,0.701643288135529,0.382476270198822,0.966728985309601,-0.0575727894902229,-0.088200531899929
"49",104.058235168457,1.43940949440002,-0.00511553883552551,0.312193214893341,0.000774348736740649,0.0105824740603566,8.7088565826416,0.783927142620087,4.57620906829834,1.76540529727936,1.03470706939697,3.9316508769989,1.98330950737,0.769501984119415,10.9845123291016,355.947540283203,355.686004638672,7.22263097763062,0.747082352638245,684.172302246094,775.528869628906,1004.55255126953,1237.26538085938,1449.88745117188,1679.63317871094,1907.45263671875,2735.7021484375,0.123080916702747,0.128496930003166,0.454883426427841,0.335080027580261,0.210031121969223,0.151656374335289,1.3575257062912,2.16576266288757,-0.206580743193626,0.178380385041237,0.697241723537445,0.368244796991348,0.882189571857452,-0.0734122022986412,-0.10380494594574
"50",101.252174377441,0.871384024620056,-0.00302732177078724,0.00996045116335154,0.000713337794877589,0.000213235412957147,13.786602973938,-0.615397810935974,550.450012207031,477.647369384766,2.39968776702881,0.537753999233246,1.99338245391846,0.769757091999054,1.87820732593536,813.583374023438,813.532897949219,4.34534025192261,0.660467207431793,425.959197998047,438.645385742188,700.399658203125,760.698852539062,716.947998046875,713.192443847656,1297.7177734375,3157.1416015625,0.063751220703125,0.0653124824166298,0.372900038957596,0.397739231586456,0.22935026884079,-0.0322317443788052,0.937536656856537,1.62586045265198,0.0458885654807091,0.417391330003738,0.4110406935215,0.238353580236435,0.971056580543518,0.00262598530389369,-0.0412694849073887
"51",100.817428588867,0.772138595581055,0.000801994756329805,0.00488136103376746,5.07605436723679e-05,0.000697910378221422,13.7613372802734,-0.0910225436091423,4.08482360839844,1.17430067062378,4.93421268463135,1.34323048591614,2.02149510383606,0.769826531410217,1.60213541984558,634.178649902344,634.131958007812,3.91035389900208,0.567670524120331,535.521240234375,528.489379882812,729.81103515625,814.661743164062,857.232116699219,900.037414550781,1238.23132324219,2335.93676757812,0.0747729539871216,0.076442614197731,0.401227712631226,0.363168090581894,0.235595300793648,0.0497901774942875,1.10478532314301,1.70300567150116,-0.0719728916883469,0.307121068239212,0.530076861381531,0.260089933872223,1.01328635215759,-0.024358844384551,-0.054937943816185
"52",100.626693725586,0.932708144187927,0.00032249663490802,-0.183262124657631,6.26037362962961e-05,-0.00278923474252224,12.1253385543823,-0.148231506347656,189.545150756836,17.2074794769287,2.70358729362488,0.405881851911545,2.03920149803162,0.769819557666779,0.811700820922852,484.632751464844,484.588745117188,3.71986484527588,0.631265103816986,728.118469238281,850.160034179688,1139.07385253906,1225.30187988281,1427.60949707031,1616.86218261719,1760.61560058594,2789.79248046875,0.123077467083931,0.126995801925659,0.437895864248276,0.331849306821823,0.230249404907227,0.137767881155014,1.3195515871048,1.90181040763855,-0.19656503200531,0.226171940565109,0.631089687347412,0.310779124498367,0.856438636779785,-0.0621625296771526,-0.0364695265889168
"53",101.699829101562,2.37527108192444,-0.000568796531297266,0.0686739608645439,0.00011529653420439,0.00456964317709208,8.29664039611816,-0.128255039453506,55.0377197265625,131.673110961914,1.0877240896225,0.834707200527191,2.11316847801208,0.769469380378723,0.449781894683838,462.862243652344,462.794738769531,4.7927565574646,0.651572585105896,694.27587890625,755.645629882812,980.412780761719,1143.541015625,1353.75134277344,1547.27307128906,1713.1640625,2459.14306640625,0.114881992340088,0.119341813027859,0.448943048715591,0.33179971575737,0.219251438975334,0.150040298700333,1.35304248332977,2.0475902557373,-0.208627820014954,0.178792491555214,0.696648001670837,0.34374812245369,0.918772876262665,-0.0667078346014023,-0.0768036767840385
"54",103.457870483398,3.69854044914246,0.00487222522497177,-0.0218652449548244,0.000256781495409086,0.00639629689976573,11.1302938461304,-0.0673434138298035,4.60052013397217,-1.11770880222321,0.553346276283264,0.680043339729309,2.10487246513367,0.768863677978516,0.448891162872314,8.94873428344727,8.92867565155029,0.538383781909943,0.789800643920898,663.524841308594,741.654602050781,1007.66522216797,1159.32543945312,1425.04260253906,1680.37658691406,1828.26843261719,2647.39624023438,0.119378551840782,0.125402718782425,0.469198524951935,0.323709458112717,0.207086458802223,0.183487325906754,1.44943082332611,2.26568269729614,-0.248349323868752,0.183017730712891,0.690588533878326,0.387574732303619,0.89464271068573,-0.0822217985987663,-0.0699862316250801
"55",105.183296203613,1.2883574962616,0.00101607863325626,0.368892997503281,0.000351936148945242,0.0168635956943035,9.99530792236328,0.28762498497963,3.53397631645203,59.9490737915039,2.54833483695984,2.77833271026611,2.03537225723267,0.769469559192657,5.75477695465088,445.746673583984,445.604553222656,9.23884868621826,0.851280570030212,668.45654296875,800.211791992188,1029.56311035156,1201.71069335938,1525.8427734375,1670.13732910156,1895.65673828125,2794.70336914062,0.122401997447014,0.12745988368988,0.454820543527603,0.327256143093109,0.217917859554291,0.163109257817268,1.38978826999664,2.08709311485291,-0.226113229990005,0.191679254174232,0.678300976753235,0.352145373821259,0.835339069366455,-0.0451486222445965,-0.0771518126130104
"56",104.887893676758,1.84304630756378,0.00109122483991086,0.0587254986166954,0.000502074602991343,0.00179291435051709,10.6751689910889,0.18959379196167,44.992115020752,109.427047729492,2.01301097869873,1.56040382385254,1.90178442001343,0.769366204738617,5.78998184204102,231.867416381836,231.856857299805,1.01149678230286,0.84911322593689,605.096801757812,732.935546875,975.380126953125,1150.19580078125,1485.95068359375,1664.97424316406,1811.49450683594,2703.017578125,0.118270188570023,0.124261610209942,0.469254583120346,0.324169993400574,0.206569790840149,0.182858094573021,1.44754469394684,2.27162075042725,-0.247222855687141,0.197478950023651,0.670172393321991,0.38868635892868,0.825568556785583,-0.0568160116672516,-0.082243524491787
"57",103.837516784668,1.49176251888275,0.00160916266031563,-0.212758645415306,0.000542214489541948,-0.0034973465371877,14.6805095672607,-0.102982565760612,8784.1337890625,1589.15869140625,4.77558040618896,0.438171148300171,2.04974484443665,0.769519567489624,0.26022082567215,3.69598388671875,3.69592308998108,0.00728888250887394,0.841983914375305,700.201721191406,777.877624511719,1031.24365234375,1156.01171875,1336.8818359375,1523.17407226562,1739.31811523438,2614.02172851562,0.115235447883606,0.119184955954552,0.440595120191574,0.334389299154282,0.225009799003601,0.137042000889778,1.31759989261627,1.95809006690979,-0.19310936331749,0.200926557183266,0.665377557277679,0.323892414569855,0.900132238864899,-0.0651356428861618,-0.0570429489016533
"58",101.278175354004,6.07988405227661,-0.0084877135232091,-0.0887190252542496,0.00185751472599804,-0.0371479615569115,13.3848133087158,0.95575886964798,16289.7841796875,15217.951171875,0.660508990287781,0.134271502494812,1.89669847488403,0.767396450042725,0.277970194816589,5.03290843963623,5.01620244979858,0.311863571405411,0.791717231273651,321.204223632812,318.748016357422,574.670776367188,680.81298828125,527.734985351562,462.346160888672,1139.00231933594,3523.9765625,0.0487302392721176,0.0509532652795315,0.316258013248444,0.465695559978485,0.218032762408257,-0.191106304526329,0.679098904132843,1.45046126842499,0.264994204044342,0.511469006538391,0.323214143514633,0.183839932084084,1.00767421722412,0.0660432353615761,-0.0845422074198723
"59",102.240798950195,2.50253582000732,0.00155454711057246,0.147030293941498,0.000247582647716627,0.0154645098373294,9.71699905395508,-0.323140293359756,66.7142639160156,-618.083618164062,0.735094666481018,1.23016369342804,2.05944299697876,0.769382894039154,3.36077523231506,882.328857421875,882.266296386719,5.33372783660889,0.680605828762054,378.895904541016,458.058685302734,723.9951171875,802.907348632812,844.701965332031,777.494750976562,1359.00915527344,3134.51098632812,0.067948691546917,0.0697370320558548,0.381408929824829,0.393875360488892,0.224705919623375,-0.0160797294229269,0.96833723783493,1.69733226299286,0.0226422417908907,0.395124047994614,0.433561980724335,0.258534729480743,0.827159583568573,0.0414295010268688,-0.0516809150576591
"60",102.292419433594,4.4340238571167,0.00103662046603858,0.0504064597189426,0.000429399457061663,0.00859212130308151,8.56806659698486,-0.310337901115417,9.98576545715332,-166.749145507812,0.585515797138214,0.49381360411644,2.08439874649048,0.768560111522675,3.68075633049011,871.808410644531,871.74072265625,5.38534641265869,0.556142151355743,567.541748046875,635.360900878906,929.941589355469,1036.15380859375,1224.94567871094,1382.42126464844,1817.54235839844,3149.388671875,0.101797863841057,0.106276161968708,0.452665746212006,0.339282482862473,0.208045199513435,0.143169432878494,1.33417248725891,2.17577052116394,-0.194180548191071,0.26814216375351,0.577107727527618,0.37023651599884,0.893244802951813,-0.060396172106266,-0.054021630436182
"61",102.721138000488,2.31063318252563,-0.00264488207176328,-0.111637771129608,0.000230823323363438,-0.0115993255749345,10.4618186950684,-0.431795001029968,120.258415222168,-172.215438842773,1.59537720680237,0.319504052400589,2.11290788650513,0.769396364688873,3.45176887512207,749.574890136719,749.5107421875,5.81406164169312,0.681616425514221,532.962341308594,526.083618164062,796.521118164062,904.127502441406,1061.24560546875,1189.1767578125,1647.53039550781,2995.84301757812,0.0873129293322563,0.0914394482970238,0.45398685336113,0.345164835453033,0.200840666890144,0.136171266436577,1.31526100635529,2.26039004325867,-0.181880861520767,0.290372878313065,0.549937009811401,0.386582285165787,1.01305603981018,-0.0568473674356937,-0.0632733628153801
"62",104.409126281738,1.56072330474854,-0.00338315777480602,-0.0245452634990215,0.000242778027313761,-0.0044075776822865,10.7738227844238,0.0866796523332596,455.645446777344,394.395355224609,2.25750470161438,0.910268843173981,1.91445469856262,0.76946896314621,3.42315435409546,636.438232421875,636.334533691406,7.50205612182617,0.8145791888237,449.906982421875,533.707153320312,802.778564453125,891.319702148438,1013.69543457031,1024.12817382812,1633.66442871094,3438.85815429688,0.0816385000944138,0.0842245519161224,0.418152302503586,0.363926500082016,0.217913031578064,0.0693351030349731,1.14898920059204,1.91885936260223,-0.0961160883307457,0.355876207351685,0.475058764219284,0.314807265996933,0.842968940734863,-0.00511952443048358,-0.0522641539573669
"63",104.938217163086,1.72344529628754,-0.000885301269590855,-0.26566669344902,0.00038755833520554,-0.00837335549294949,13.7208375930786,-0.130239561200142,32.2224349975586,94.1398849487305,2.51937222480774,0.221443548798561,2.03590154647827,0.769393503665924,2.09229373931885,19.6721076965332,19.6709804534912,0.102820351719856,0.845422446727753,407.547210693359,432.623687744141,706.031127929688,852.593872070312,885.726013183594,878.149963378906,1419.71069335938,3048.25244140625,0.0721122473478317,0.0749494731426239,0.405914306640625,0.394101321697235,0.199975118041039,0.0147658726200461,1.02996242046356,2.02977705001831,-0.0196868479251862,0.364492297172546,0.465744256973267,0.339893072843552,0.942014515399933,0.00429509021341801,-0.0940327569842339
"64",105.775169372559,1.74076151847839,0.00169998384080827,0.160458967089653,0.000519003078807145,0.00435509579256177,10.5645303726196,0.184985741972923,7.84127616882324,-14.0519952774048,1.09962856769562,4.92102193832397,2.06294322013855,0.769342005252838,8.50057792663574,363.112457275391,363.098846435547,1.79656600952148,0.823328614234924,602.017211914062,749.461669921875,956.596313476562,1106.77307128906,1383.02746582031,1601.00634765625,1768.46862792969,2692.7724609375,0.115241371095181,0.120414018630981,0.463085174560547,0.32013002038002,0.21677902340889,0.182522788643837,1.44654035568237,2.13617992401123,-0.252375155687332,0.20718489587307,0.656743943691254,0.362285733222961,0.803255438804626,-0.0730481520295143,-0.0727819427847862
"65",104.886192321777,1.19205379486084,-0.00261762156151235,0.125826463103294,0.000329810747643933,0.00229513901285827,12.3776826858521,-0.0784811750054359,40.4507713317871,103.791801452637,3.6660590171814,1.88411545753479,1.98457157611847,0.769506216049194,9.08821201324463,220.82649230957,220.814743041992,1.00986909866333,0.79359495639801,656.960876464844,766.83984375,1001.39880371094,1149.4501953125,1442.91577148438,1631.71264648438,1738.32800292969,2534.69116210938,0.118266753852367,0.123447224497795,0.459893524646759,0.32396924495697,0.216131612658501,0.173402547836304,1.41954684257507,2.12781238555908,-0.23941545188427,0.186369702219963,0.685811817646027,0.360579639673233,0.856700778007507,-0.0614045783877373,-0.0688336119055748
"66",104.303237915039,1.3586608171463,0.00253439205698669,0.0715110674500465,0.000242427748162299,0.00784447975456715,9.80827331542969,0.870650172233582,7.23127365112305,5.20599126815796,1.87372994422913,1.65855574607849,1.91150844097137,0.769484579563141,10.0109081268311,331.479400634766,331.268920898438,7.11160612106323,0.840915620326996,876.881469726562,1087.7958984375,1424.44079589844,1597.7900390625,1823.70678710938,2045.181640625,2202.29150390625,3326.62036132812,0.15769225358963,0.162470519542694,0.432313144207001,0.337742924690247,0.229939699172974,0.122809179127216,1.2799985408783,1.88009798526764,-0.175091609358788,0.203354090452194,0.662018716335297,0.305582374334335,0.806101024150848,-0.0572449378669262,-0.0573578514158726
"67",104.043037414551,2.69407558441162,-0.00465735653415322,-0.064422033727169,0.000294220633804798,-0.0130292447283864,8.62586975097656,-0.444982558488846,221.584442138672,84.4177703857422,1.58477330207825,0.215436309576035,2.12063932418823,0.769187867641449,5.82451343536377,1131.50769042969,1131.42199707031,7.13596105575562,0.719476640224457,454.572143554688,485.789215087891,725.934265136719,816.740234375,852.069519042969,855.178955078125,1452.37768554688,3120.64672851562,0.0719236135482788,0.0738102719187737,0.396332979202271,0.378518551588058,0.225139185786247,0.0229906383901834,1.0470507144928,1.76035475730896,-0.0324065648019314,0.364805698394775,0.465407699346542,0.27546289563179,0.935720205307007,-0.00182130362372845,-0.0588623061776161
"68",105.964294433594,1.8852756023407,-0.00226284447126091,-0.12129008024931,0.000333141797455028,-0.0072502619586885,8.3555908203125,0.316549003124237,73.4303512573242,-86.4690475463867,1.90624141693115,0.293413281440735,2.09087729454041,0.769298791885376,8.41234588623047,1002.86682128906,1002.73376464844,9.05721950531006,0.680333137512207,617.665344238281,763.648315429688,1028.724609375,1210.20043945312,1479.76342773438,1676.44580078125,1898.99133300781,2689.06274414062,0.121676482260227,0.127255842089653,0.459260642528534,0.331533193588257,0.209200695157051,0.161517456173897,1.38525152206421,2.19528269767761,-0.219615459442139,0.172201484441757,0.706188142299652,0.374081373214722,0.808824241161346,-0.0623158141970634,-0.0810545310378075
"69",106.245330810547,1.98438429832458,0.00333341094665229,-0.0627643242478371,0.000472202489618212,0.00304651050828397,9.33450412750244,0.176157414913177,55.1691207885742,-35.5224838256836,1.7687155008316,0.698767423629761,2.09322381019592,0.769258737564087,8.69601917266846,870.287536621094,870.154602050781,9.33825778961182,0.839221298694611,714.301025390625,812.797119140625,1055.296875,1233.60925292969,1487.26806640625,1608.1923828125,1845.08898925781,2601.81787109375,0.121819958090782,0.126078203320503,0.440043807029724,0.337547987699509,0.222402706742287,0.131811380386353,1.30363750457764,1.9785658121109,-0.184613332152367,0.170169338583946,0.709151029586792,0.328540027141571,0.878807544708252,-0.0390649251639843,-0.077902540564537
"70",106.436004638672,1.6952463388443,0.00176431238651276,0.141675606369972,0.000603908381890506,0.0150785259902477,9.4600715637207,0.141960278153419,29.5228290557861,-13.0832090377808,2.10297012329102,2.01954412460327,2.04355144500732,0.769314348697662,8.6353178024292,752.909973144531,752.773986816406,9.52909469604492,0.834121286869049,723.578430175781,842.078369140625,1100.66064453125,1284.59094238281,1568.57666015625,1779.57861328125,1961.25170898438,2795.13793945312,0.130208268761635,0.135722383856773,0.455570042133331,0.328853785991669,0.215571075677872,0.161540031433105,1.38531625270844,2.11329197883606,-0.222756579518318,0.175318792462349,0.701662957668304,0.35759699344635,0.859266638755798,-0.0630201697349548,-0.0771111622452736
"71",106.026260375977,0.964372098445892,-0.000413263158407062,-0.0291098188608885,8.87762143975124e-05,-0.000335262448061258,11.6479139328003,-0.240679502487183,15.3139553070068,-15.4921522140503,2.4446907043457,2.1286735534668,2.04102373123169,0.769465804100037,9.41971111297607,142.031433105469,142.019424438477,1.12154221534729,0.851619064807892,699.802062988281,752.364013671875,984.600830078125,1076.7529296875,1314.24096679688,1464.76306152344,1647.36389160156,2412.62084960938,0.10979600250721,0.113592535257339,0.444689601659775,0.326893031597137,0.228411316871643,0.152668178081512,1.36033940315247,1.9468549489975,-0.216866970062256,0.188487187027931,0.682808101177216,0.321314841508865,0.93012523651123,-0.0541638471186161,-0.0447044335305691
"72",106.425552368164,1.78007781505585,-0.00372368562966585,-0.127248913049698,0.000374583556549624,-0.0140166077762842,11.9057025909424,-0.19354335963726,60.480842590332,-25.893798828125,2.777508020401,0.307468712329865,2.08070659637451,0.769280791282654,12.4383172988892,265.750732421875,265.738006591797,1.52079582214355,0.693693459033966,640.159301757812,766.699157714844,1009.72454833984,1163.15539550781,1457.34069824219,1684.30603027344,1859.76733398438,2561.21557617188,0.120472021400928,0.126196205615997,0.466027081012726,0.32183101773262,0.212136372923851,0.183022245764732,1.44803655147552,2.1967990398407,-0.250460207462311,0.158663049340248,0.726123988628387,0.37437829375267,0.834944128990173,-0.072243832051754,-0.0706114247441292
"73",106.254295349121,3.72295570373535,-0.00425858469679952,0.0079143512994051,0.000183437296072952,-0.0062293647788465,8.0225887298584,-0.103478021919727,28.3110103607178,-18.1180076599121,0.794549107551575,0.370662331581116,2.20917463302612,0.768665313720703,14.1227216720581,472.448577880859,472.319030761719,7.35235643386841,0.532910108566284,584.717346191406,668.671203613281,962.210754394531,1126.87255859375,1429.71496582031,1658.73791503906,1828.84033203125,2717.21044921875,0.115142725408077,0.1220433562994,0.480194866657257,0.326222985982895,0.193576380610466,0.19093245267868,1.4719705581665,2.48061084747314,-0.251241415739059,0.195415362715721,0.673055589199066,0.425392538309097,0.874433636665344,-0.0741543471813202,-0.0788197442889214
"74",107.210952758789,1.86725771427155,0.00227824179455638,0.0393192283809185,0.000229970246437006,0.00744918594136834,9.16322994232178,0.304730296134949,15.9997606277466,6.4585223197937,1.64902150630951,0.896834015846252,2.09551286697388,0.769225895404816,9.76887226104736,1230.15222167969,1230.01196289062,10.3038806915283,0.816264986991882,3781.51098632812,3846.13842773438,4497.2275390625,4353.27783203125,4639.67626953125,4445.55615234375,4465.265625,5036.4716796875,0.421499073505402,0.422322064638138,0.351566523313522,0.344268918037415,0.304162979125977,0.0104875508695841,1.02119505405426,1.15584623813629,-0.0186319015920162,0.0601158961653709,0.886584281921387,0.0722912549972534,0.983194231987,0.0213665310293436,0.0162645559757948
"75",108.304359436035,1.36156988143921,0.0053447000682354,-0.090517669916153,0.00038009523996152,0.0110154924914241,8.43407726287842,0.628120839595795,5.65244007110596,65.9204330444336,0.761838614940643,3.74181795120239,2.02965569496155,0.76925265789032,12.1088972091675,1182.09790039062,1181.92858886719,11.3976745605469,0.725712060928345,848.754150390625,889.079162597656,1119.45837402344,1298.15441894531,1533.69458007812,1711.67700195312,1912.5654296875,2806.13842773438,0.129963681101799,0.134232446551323,0.439011931419373,0.33295139670372,0.228031545877457,0.137390151619911,1.31853640079498,1.9252028465271,-0.194987714290619,0.189367920160294,0.681562483310699,0.316290587186813,0.954633355140686,-0.0548417568206787,-0.0739139467477798
"76",107.451484680176,2.44798684120178,0.00337702804245055,0.136956512928009,0.000752524239942431,0.018860574811697,11.2024517059326,0.574447751045227,58.6638946533203,43.0655326843262,1.85227131843567,0.721141278743744,1.86145615577698,0.769014716148376,12.1612606048584,1351.13110351562,1350.30578613281,23.4700260162354,0.836177051067352,813.282958984375,863.323791503906,1137.515625,1280.15026855469,1534.37316894531,1632.86743164062,1859.48815917969,2803.06323242188,0.125878050923347,0.129748076200485,0.432391703128815,0.338990390300751,0.228612586855888,0.121082663536072,1.27551794052124,1.89135122299194,-0.172082006931305,0.202372685074806,0.663374781608582,0.308285892009735,0.942026078701019,-0.0310977175831795,-0.0589965954422951
"77",107.129768371582,1.0669994354248,0.00207529403269291,0.741414725780487,0.000257711944868788,0.00585209298878908,13.5106496810913,0.123508438467979,15.179407119751,5.67498779296875,3.95802569389343,4.61448431015015,1.99246048927307,0.769379019737244,12.8121995925903,1270.71228027344,1269.89111328125,23.1901664733887,0.760443389415741,690.540344238281,824.476257324219,1055.1787109375,1195.11401367188,1399.21850585938,1541.86682128906,1702.47387695312,2596.80419921875,0.118715234100819,0.122275806963444,0.432929039001465,0.335566937923431,0.231498405337334,0.126691251993179,1.29013121128082,1.87009406089783,-0.181307271122932,0.208018243312836,0.655600965023041,0.303162932395935,0.837540149688721,-0.0485017634928226,-0.062185101211071
